Sample	Family ID	Gender	Relationship
HG03736	ST043	female	mother
HG03738	ST044	male	father
HG03740	ST038	male	father
HG03741	ST038	female	mother
HG03742	IT015	male	father
HG03743	ST046	male	father
HG03744	ST047	male	father
HG03745	ST049	male	father
HG03746	ST050	male	father
HG03750	ST051	male	father
HG03752	ST053	female	mother
HG03753	ST054	male	father
HG03754	ST051	female	mother
HG03755	ST052	male	father
HG03756	ST052	female	mother
HG03757	ST046	female	mother
HG03760	ST058	female	mother
HG03761	PK63	male	father
HG03762	PK63	female	mother
HG03763	PK63	male	child
HG03765	PK64	female	mother
HG03766	PK64	male	child
HG03767	PK65	male	father
HG03769	PK65	male	child
HG03770	IT016	female	mother
HG03771	IT016	male	father
HG03772	IT004	female	mother
HG03773	IT004	male	father
HG03774	IT020	female	mother
HG03775	IT020	male	father
HG03777	IT022	male	father
HG03778	IT21	male	father
HG03779	IT019	male	father
HG03780	IT039	female	mother
HG03781	IT018	female	mother
HG03782	IT029	female	mother
HG03783	IT029	male	child
HG03784	IT023	female	mother
HG03785	IT024	male	father
HG03786	IT023	male	father
HG03787	IT027	female	mother
HG03788	IT028	male	father
HG03789	IT028	female	mother
HG03790	IT025	male	father
HG03792	IT026	male	father
HG03793	BD15	female	mother
HG03794	BD15	male	father
HG03795	BD15	male	child
HG03796	BD16	female	mother
HG03797	BD16	male	father
HG03798	BD16	male	child
HG03799	BD17	female	mother
HG03800	BD17	male	father
HG03801	BD17	female	child
HG03802	BD18	female	mother
HG03803	BD18	male	father
HG03804	BD18	female	child
HG03805	BD19	female	mother
HG03806	BD19	male	father
HG03807	BD19	female	child
HG03808	BD20	female	mother
HG03809	BD20	male	father
HG03811	BD21	female	mother
HG03812	HG03812	male	unrel
HG03813	BD21	female	child
HG03814	BD22	female	mother
HG03815	BD22	male	father
HG03816	BD22	female	child
HG03817	BD23	female	mother
HG03821	BD24	male	father
HG03822	BD24	male	child
HG03823	BD25	female	mother
HG03824	BD25	male	father
HG03825	BD25	female	child
HG03826	BD26	female	mother
HG03829	BD27	female	mother
HG03830	BD27	male	father
HG03831	BD27	female	child
HG03832	BD28	female	mother
HG03833	BD28	male	father
HG03834	BD28	female	child
HG03835	ST024	female	Child2
HG03836	ST074	female	mother
HG03837	ST079	male	father
HG03838	ST078	female	mother
HG03840	ST024	male	child
HG03842	ST075	female	mother
HG03844	ST075	male	father
HG03845	ST081	male	father
HG03846	ST080	male	child
HG03847	ST083	male	father
HG03848	ST084	male	father
HG03849	ST082	female	mother
HG03850	ST082	male	father
HG03851	ST089	male	father
HG03854	ST094	male	father
HG03856	ST092	male	father
HG03857	ST091	female	mother
HG03858	ST090	female	mother
HG03861	IT032	female	mother
HG03862	IT035	female	mother
HG03863	IT033	female	mother
HG03864	IT034	male	father
HG03866	IT030	male	father
HG03867	IT038	male	father
HG03868	IT5	female	child
HG03869	IT035	male	father
HG03870	IT037	male	father
HG03871	HG03871	male	unrel
HG03872	IT036	male	father
HG03873	IT030	female	mother
HG03874	IT006	female	mother
HG03875	IT40	male	father
HG03876	IT006	male	child
HG03879	IT006	male	Child2
HG03882	IT039a	female	wife of child
HG03884	ST039	female	mother
HG03885	ST016	male	father
HG03886	ST016	female	mother
HG03887	ST106	male	father
HG03888	ST050	female	mother
HG03890	ST110	male	father
HG03894	ST111	female	mother
HG03895	ST107	female	mother
HG03896	ST111	male	father
HG03897	ST115	female	mother
HG03898	ST114	female	mother
HG03899	ST114	male	father
HG03900	ST115	male	father
HG03901	BD29	female	mother
HG03902	HG03902	male	unrel
HG03903	BD29	female	child
HG03904	BD30	female	mother
HG03905	BD30	male	father
HG03906	BD30	male	child
HG03907	BD31	female	mother
HG03908	BD31	male	father
HG03909	BD31	male	child
HG03910	BD32	female	mother
HG03911	BD32	male	father
HG03913	BD33	female	mother
HG03914	BD33	male	father
HG03915	BD33	female	child
HG03916	HG03916	female	unrel
HG03917	BD34	male	father
HG03919	BD35	female	mother
HG03920	BD35	male	father
HG03922	BD36	female	mother
HG03924	BD36	female	child
HG03925	BD37	female	mother
HG03926	BD37	male	father
HG03927	BD37	female	child
HG03928	BD38	female	mother
HG03929	BD38	male	father
HG03930	BD38	female	child
HG03931	BD39	female	mother
HG03934	BD40	female	mother
HG03937	BD41	female	mother
HG03939	BD41	female	child
HG03940	BD42	female	mother
HG03941	BD42	male	father
HG03942	BD42	male	child
HG03943	ST116	male	father
HG03944	ST116	female	mother
HG03945	ST117	female	mother
HG03947	ST118	female	mother
HG03948	ST010	female	Child2
HG03949	ST123	female	mother
HG03950	ST090	male	father
HG03951	ST013	female	mother
HG03953	ST122	male	father
HG03955	ST119	female	mother
HG03960	IT044	male	father
HG03963	IT042	male	father
HG03965	IT45	male	father
HG03967	IT51	male	null
HG03968	IT046	female	mother
HG03969	IT046	male	father
HG03971	IT048	male	father
HG03972	IT049	female	mother
HG03973	IT050	female	mother
HG03974	IT049	male	father
HG03976	IT050	male	father
HG03977	IT047	female	mother
HG03978	IT047	male	father
HG03982	ST091	male	father
HG03985	ST144	male	father
HG03986	ST106	female	mother
HG03988	ST145	male	father
HG03989	ST145	female	mother
HG03990	ST142	male	father
HG03991	ST143	male	father
HG03992	ST116	male	child
HG03995	ST021	female	mother
HG03998	ST147	male	father
HG03999	ST007	male	child
HG04001	IT053	female	mother
HG04002	IT053	male	father
HG04003	ST152	male	father
HG04006	ST078	male	father
HG04014	IT059	female	mother
HG04015	IT060	male	father
HG04017	IT061	male	father
HG04018	IT007	female	mother
HG04019	IT056	male	father
HG04020	IT059	male	father
HG04022	IT062	male	father
HG04023	IT058	male	father
HG04024	IT056	female	mother
HG04025	IT058	female	mother
HG04026	IT061	female	mother
HG04029	ST154	female	mother
HG04033	ST076	male	father
HG04035	ST094	female	mother
HG04036	ST116	female	Child2
HG04037	ST169	female	mother
HG04038	ST170	female	mother
HG04039	ST172	male	father
HG04040	ST010	male	child
HG04042	ST171	female	mother
HG04047	ST173	female	mother
HG04050	IT177	female	mother
HG04053	IT178	male	father
HG04054	IT180	female	mother
HG04055	IT179	male	father
HG04056	IT180	male	father
HG04058	IT184	male	father
HG04059	IT184	female	mother
HG04060	IT183	male	father
HG04061	IT182	male	father
HG04062	IT182	female	mother
HG04063	IT183	female	mother
HG04067	ST116	female	maternal grandmother
HG04070	IT45	female	mother
HG04075	ST190	female	mother
HG04076	IT191	female	mother
HG04080	IT194	male	father
HG04090	IT199	female	mother
HG04093	IT199	male	father
HG04094	IT201	male	father
HG04096	IT202	male	father
HG04098	IT205	male	father
HG04099	ST203	female	mother
HG04100	ST203	male	father
HG04106	ST176	female	mother
HG04107	ST176	male	father
HG04114	ST120	male	child
HG04115	ST111	male	child
HG04118	IT214	female	mother
HG04122	ST190	male	child
HG04127	ST190	male	father
HG04128	BD43	male	father
HG04131	BD44	male	father
HG04132	BD44	female	mother
HG04133	BD44	female	child
HG04134	BD45	male	father
HG04135	BD45	female	mother
HG04136	BD45	female	child
HG04140	BD47	male	father
HG04141	BD47	female	mother
HG04142	BD47	female	child
HG04144	BD48	female	mother
HG04146	BD49	male	father
HG04147	BD49	female	mother
HG04148	BD49	female	child
HG04149	BD50	male	father
HG04150	BD50	female	mother
HG04151	BD50	female	child
HG04152	BD51	male	father
HG04153	BD51	female	mother
HG04155	BD52	male	father
HG04156	BD52	female	mother
HG04157	BD52	male	child
HG04158	BD53	male	father
HG04159	BD53	female	mother
HG04160	BD53	male	child
HG04161	BD54	male	father
HG04162	BD54	female	mother
HG04164	BD55	male	father
HG04171	BD57	female	mother
HG04173	BD58	male	father
HG04174	BD58	female	mother
HG04175	BD58	female	child
HG04176	BD59	male	father
HG04177	BD59	female	mother
HG04180	BD60	female	mother
HG04181	BD60	female	child
HG04182	BD61	male	father
HG04183	BD61	female	mother
HG04184	BD61	female	child
HG04185	BD62	male	father
HG04186	BD62	female	mother
HG04187	BD62	male	child
HG04188	BD63	male	father
HG04189	BD63	female	mother
HG04191	BD64	male	father
HG04192	BD64	female	mother
HG04193	BD64	male	child
HG04194	BD65	male	father
HG04195	BD65	female	mother
HG04197	ST154	female	child
HG04198	IT220	male	father
HG04199	ST203	male	child
HG04200	IT220	female	mother
HG04202	IT222	female	mother
HG04204	ST006	male	child
HG04206	HG04206	male	unrel
HG04208	ST186	female	child
HG04209	IT217	female	mother
HG04210	ST186	male	father
HG04211	IT223	male	father
HG04212	IT223	female	mother
HG04214	IT226	female	mother
HG04215	ST006	male	Child2
HG04216	IT227	female	mother
HG04217	IT220	female	child
HG04219	IT228	male	child
HG04222	IT225	male	father
HG04225	IT231	male	father
HG04227	ST232	female	mother
HG04228	ST232	male	child
HG04229	ST232	male	father
HG04235	IT237	male	father
HG04238	IT240	male	father
HG04239	HG04239	male	unrel
HG04301	HG04301	female	null
HG04302	HG04302	male	null
HG04303	HG04303	female	null
NA06984	1328	male	father
NA06985	1341	female	mat grandmother
NA06986	13291	male	mat grandfather
NA06989	1328	female	mother
NA06991	1341	female	mother
NA06993	1341	male	mat grandfather
NA06994	1340	male	pat grandfather
NA06995	13291	male	father
NA06997	13291	female	mother
NA07000	1340	female	pat grandmother
NA07014	13292	female	mother
NA07019	1340	female	mother
NA07022	1340	male	mat grandfather
NA07029	1340	male	father
NA07031	13292	female	mat grandmother
NA07034	1341	male	pat grandfather
NA07037	13291	female	pat grandmother
NA07045	13291	female	mat grandmother
NA07048	1341	male	father
NA07051	13292	male	mat grandfather
NA07055	1341	female	pat grandmother
NA07056	1340	female	mat grandmother
NA07340	1331	female	pat grandmother
NA07345	1345	female	mat grandmother
NA07346	1345	female	pat grandmother
NA07347	1345	male	pat grandfather
NA07348	1345	female	mother
NA07349	1345	male	father
NA07357	1345	male	mat grandfather
NA07435	13291	male	pat grandfather
NA10830	1408	male	father
NA10831	1408	female	mother
NA10835	1416	male	father
NA10836	1418	female	mother
NA10837	1418	male	father
NA10838	1420	male	father
NA10839	1420	female	mother
NA10840	1421	female	mother
NA10842	1423	male	father
NA10843	1423	female	mother
NA10845	1424	male	father
NA10846	1334	male	father
NA10847	1334	female	mother
NA10850	1344	female	mother
NA10851	1344	male	father
NA10852	1346	female	mother
NA10853	1349	male	father
NA10854	1349	female	mother
NA10855	1350	female	mother
NA10856	1350	male	father
NA10857	1346	male	father
NA10859	1347	female	mother
NA10860	1362	male	father
NA10861	1362	female	mother
NA10863	1375	female	mother
NA10864	1377	female	mother
NA10865	1377	male	father
NA11829	1350	male	pat grandfather
NA11830	1350	female	pat grandmother
NA11831	1350	male	mat grandfather
NA11832	1350	female	mat grandmother
NA11839	1349	male	mat grandfather
NA11840	1349	female	mat grandmother
NA11843	1349	male	pat grandfather
NA11881	1347	male	mat grandfather
NA11882	1347	female	mat grandmother
NA11891	1377	male	pat grandfather
NA11892	1377	female	pat grandmother
NA11893	1377	male	mat grandfather
NA11894	1377	female	mat grandmother
NA11917	1423	male	pat grandfather
NA11918	1423	female	pat grandmother
NA11919	1423	male	mat grandfather
NA11920	1423	female	mat grandmother
NA11930	1424	male	pat grandfather
NA11931	1424	female	pat grandmother
NA11932	1424a	male	mat grandfather
NA11933	1424a	female	mat grandmother
NA11992	1362	male	pat grandfather
NA11993	1362	female	pat grandmother
NA11994	1362	male	mat grandfather
NA11995	1362	female	mat grandmother
NA12003	1420	male	pat grandfather
NA12004	1420	female	pat grandmother
NA12005	1420	male	mat grandfather
NA12006	1420	female	mat grandmother
NA12043	1346	male	pat grandfather
NA12044	1346	female	pat grandmother
NA12045	1346	male	mat grandfather
NA12046	1346	female	mat grandmother
NA12056	1344	male	pat grandfather
NA12057	1344	female	pat grandmother
NA12058	1344	female	mat grandmother
NA12144	1334	male	pat grandfather
NA12145	1334	female	pat grandmother
NA12146	1334	male	mat grandfather
NA12154	1408	male	pat grandfather
NA12155	1408	male	mat grandfather
NA12156	1408	female	mat grandmother
NA12234	1375	female	mat grandmother
NA12239	1334	female	mat grandmother
NA12248	1416	male	pat grandfather
NA12249	1416	female	pat grandmother
NA12264	1375	male	mat grandfather
NA12272	1418	male	pat grandfather
NA12273	1418	female	pat grandmother
NA12274	1418	male	mat grandfather
NA12275	1418	female	mat grandmother
NA12282	1421a	male	pat grandfather
NA12283	1421a	female	pat grandmother
NA12286	1421	male	mat grandfather
NA12287	1421	female	mat grandmother
NA12329	1328	female	daughter
NA12335	1330	male	father
NA12336	1330	female	mother
NA12340	1330	male	pat grandfather
NA12341	1330	female	pat grandmother
NA12342	1330	male	mat grandfather
NA12343	1330	female	mat grandmother
NA12344	13281	male	father
NA12347	13281	male	pat grandfather
NA12348	13281	female	pat grandmother
NA12375	1353	male	father
NA12376	1353	female	mother
NA12383	1353	female	pat grandmother
NA12386	1354	female	mother
NA12399	1354	male	mat grandfather
NA12400	1354	female	mat grandmother
NA12413	1355	male	pat grandfather
NA12414	1355	female	pat grandmother
NA12485	1355	male	father
NA12489	1353	female	mat grandmother
NA12546	1353	male	mat grandfather
NA12707	1358	male	father
NA12708	1358	female	mother
NA12716	1358	male	pat grandfather
NA12717	1358	female	pat grandmother
NA12718	1358	female	mat grandmother
NA12739	1444	male	father
NA12740	1444	female	mother
NA12748	1444	male	pat grandfather
NA12749	1444	female	pat grandmother
NA12750	1444	male	mat grandfather
NA12751	1444	female	mat grandmother
NA12752	1447	male	father
NA12753	1447	female	mother
NA12760	1447	male	pat grandfather
NA12761	1447	female	pat grandmother
NA12762	1447	male	mat grandfather
NA12763	1447	female	mat grandmother
NA12766	1451	male	father
NA12767	1451	female	mother
NA12775	1451	male	pat grandfather
NA12776	1451	female	pat grandmother
NA12777	1451	male	mat grandfather
NA12778	1451	female	mat grandmother
NA12801	1454	male	father
NA12802	1454	female	mother
NA12812	1454	male	pat grandfather
NA12813	1454	female	pat grandmother
NA12814	1454	male	mat grandfather
NA12815	1454	female	mat grandmother
NA12817	1456	male	father
NA12818	1456	female	mother
NA12827	1456	male	pat grandfather
NA12828	1456	female	pat grandmother
NA12829	1456	male	mat grandfather
NA12830	1456	female	mat grandmother
NA12832	1458	female	mother
NA12842	1458	male	mat grandfather
NA12843	1458	female	mat grandmother
NA12864	1459	male	father
NA12865	1459	female	mother
NA12872	1459	male	pat grandfather
NA12873	1459	female	pat grandmother
NA12874	1459	male	mat grandfather
NA12875	1459	female	mat grandmother
NA12877	1463	male	father; child
NA12878	1463	female	mother; child
NA12889	1463	male	pat grandfather; father
NA12890	1463	female	pat grandmother; mother
NA12891	1463	male	mat grandfather; father
NA12892	1463	female	mat grandmother; mother
NA18484	Y001	female	child
NA18485	Y002	male	child
NA18486	Y001	male	father
NA18487	Y002	male	father
NA18488	Y001	female	mother
NA18489	Y002	female	mother
NA18497	Y003	male	child
NA18498	Y003	male	father
NA18499	Y003	female	mother
NA18500	Y004	male	child
NA18501	Y004	male	father
NA18502	Y004	female	mother
NA18503	Y005	male	child
NA18504	Y005	male	father
NA18505	Y005	female	mother
NA18506	Y009	male	child
NA18507	Y009	male	father
NA18508	Y009	female	mother
NA18509	Y010	male	child
NA18510	Y010a	male	not father
NA18511	Y010	female	mother
NA18515	Y013	male	child
NA18516	Y013	male	father
NA18517	Y013	female	mother
NA18518	Y014	female	child
NA18519	Y014	male	father
NA18520	Y014	female	mother
NA18521	Y016	male	child
NA18522	Y016	male	father
NA18523	Y016	female	mother
NA18525	NA18525	female	null
NA18526	NA18526	female	null
NA18527	NA18527	female	null
NA18528	NA18528	female	null
NA18530	NA18530	male	null
NA18531	NA18531	female	null
NA18532	NA18532	female	null
NA18533	NA18533	female	null
NA18534	NA18534	male	null
NA18535	NA18535	female	null
NA18536	NA18536	male	null
NA18537	NA18537	female	null
NA18538	NA18538	female	null
NA18539	NA18539	female	null
NA18541	NA18541	female	null
NA18542	NA18542	female	null
NA18543	NA18543	male	null
NA18544	NA18544	male	null
NA18545	NA18545	female	null
NA18546	NA18546	male	null
NA18547	NA18547	female	null
NA18548	NA18548	male	null
NA18549	NA18549	male	null
NA18550	NA18550	female	null
NA18552	NA18552	female	null
NA18553	NA18553	female	null
NA18555	NA18555	female	null
NA18557	NA18557	male	null
NA18558	NA18558	male	null
NA18559	NA18559	male	null
NA18560	NA18560	female	null
NA18561	NA18561	male	null
NA18562	NA18562	male	null
NA18563	NA18563	male	null
NA18564	NA18564	female	null
NA18565	NA18565	female	null
NA18566	NA18566	female	null
NA18567	NA18567	female	null
NA18570	NA18570	female	null
NA18571	NA18571	female	null
NA18572	NA18572	male	null
NA18573	NA18573	female	null
NA18574	NA18574	female	null
NA18576	NA18576	female	null
NA18577	NA18577	female	null
NA18579	NA18579	female	null
NA18582	NA18582	female	null
NA18591	NA18591	female	unrel
NA18592	NA18592	female	null
NA18593	NA18593	female	null
NA18595	NA18595	female	null
NA18596	NA18596	female	null
NA18597	NA18597	female	null
NA18599	NA18599	female	null
NA18602	NA18602	female	null
NA18603	NA18603	male	null
NA18605	NA18605	male	null
NA18606	NA18606	male	null
NA18608	NA18608	male	null
NA18609	NA18609	male	null
NA18610	NA18610	female	null
NA18611	NA18611	male	null
NA18612	NA18612	male	null
NA18613	NA18613	male	null
NA18614	NA18614	female	null
NA18615	NA18615	female	null
NA18616	NA18616	female	null
NA18617	NA18617	female	null
NA18618	NA18618	female	null
NA18619	NA18619	female	null
NA18620	NA18620	male	null
NA18621	NA18621	male	null
NA18622	NA18622	male	null
NA18623	NA18623	male	null
NA18624	NA18624	male	null
NA18625	NA18625	female	null
NA18626	NA18626	female	null
NA18627	NA18627	female	null
NA18628	NA18628	female	null
NA18629	NA18629	male	unrel
NA18630	NA18630	female	null
NA18631	NA18631	female	null
NA18632	NA18632	male	null
NA18633	NA18633	male	null
NA18634	NA18634	female	null
NA18635	NA18635	male	null
NA18636	NA18636	male	null
NA18637	NA18637	male	null
NA18638	NA18638	male	null
NA18639	NA18639	male	null
NA18640	NA18640	female	null
NA18641	NA18641	female	null
NA18642	NA18642	female	null
NA18643	NA18643	male	null
NA18644	NA18644	female	unrel
NA18645	NA18645	male	null
NA18646	NA18646	female	unrel
NA18647	NA18647	male	null
NA18648	NA18648	male	unrel
NA18740	NA18740	male	null
NA18745	NA18745	male	null
NA18747	NA18747	male	null
NA18748	NA18748	male	null
NA18749	NA18749	male	null
NA18757	NA18757	male	null
NA18791	NA18791	male	unrel
NA18794	NA18794	male	unrel
NA18795	NA18795	female	unrel
NA18852	Y018	female	mother
NA18853	Y018	male	father
NA18854	Y018	male	child
NA18855	Y023	female	mother
NA18856	Y023	male	father
NA18857	Y023	male	child
NA18858	Y012	female	mother
NA18859	Y012	male	father
NA18860	Y012	male	child
NA18861	Y024	female	mother
NA18862	Y024	male	father
NA18863	Y024	male	child
NA18864	Y026	female	mother
NA18865	Y026	male	father
NA18867	Y007	female	mother
NA18868	Y007	male	father
NA18869	Y007	male	child
NA18870	Y017	female	mother
NA18871	Y017	male	father
NA18872	Y017	male	child
NA18873	Y019	female	mother
NA18874	Y019	male	father
NA18875	Y019	female	child
NA18876	Y020	female	mother
NA18877	Y020	male	father
NA18878	Y021	female	mother
NA18879	Y021	male	father
NA18881	Y022	female	mother
NA18906	Y020	female	child
NA18907	Y025	female	mother
NA18908	Y025a	male	not father
NA18909	Y027	female	mother
NA18910	Y027	male	father
NA18911	Y027	male	child
NA18912	Y028	female	mother
NA18913	Y028	male	father
NA18914	Y028	male	child
NA18915	Y029	male	father
NA18916	Y030	female	mother
NA18917	Y030	male	father
NA18923	Y033	male	father
NA18924	Y033	female	mother
NA18925	Y033	male	child
NA18930	Y030	female	child
NA18933	Y036	female	mother
NA18934	Y036	male	father
NA18935	Y036	male	child
NA18939	NA18939	female	null
NA18940	NA18940	male	null
NA18941	NA18941	female	null
NA18942	NA18942	female	null
NA18943	NA18943	male	null
NA18944	NA18944	male	null
NA18945	NA18945	male	null
NA18946	NA18946	female	null
NA18947	NA18947	female	null
NA18948	NA18948	male	null
NA18949	NA18949	female	null
NA18950	NA18950	female	null
NA18951	NA18951	female	null
NA18952	NA18952	male	null
NA18953	NA18953	male	null
NA18954	NA18954	female	null
NA18955	NA18955	male	null
NA18956	NA18956	female	null
NA18957	NA18957	female	null
NA18959	NA18959	male	null
NA18960	NA18960	male	null
NA18961	NA18961	male	null
NA18962	NA18962	male	null
NA18963	NA18963	female	null
NA18964	NA18964	female	null
NA18965	NA18965	male	null
NA18966	NA18966	male	null
NA18967	NA18967	male	null
NA18968	NA18968	female	null
NA18969	NA18969	female	null
NA18970	NA18970	male	null
NA18971	NA18971	male	null
NA18972	NA18972	female	null
NA18973	NA18973	female	null
NA18974	NA18974	male	null
NA18975	NA18975	female	null
NA18976	NA18976	female	null
NA18977	NA18977	male	null
NA18978	NA18978	female	null
NA18979	NA18979	female	null
NA18980	NA18980	female	null
NA18981	NA18981	female	null
NA18982	NA18982	male	null
NA18983	NA18983	male	null
NA18984	NA18984	male	null
NA18985	NA18985	male	null
NA18986	NA18986	male	null
NA18987	NA18987	female	null
NA18988	NA18988	male	null
NA18989	NA18989	male	null
NA18990	NA18990	male	null
NA18991	NA18991	female	null
NA18992	NA18992	female	null
NA18993	NA18993	female	null
NA18994	NA18994	male	null
NA18995	NA18995	male	null
NA18997	NA18997	female	null
NA18998	NA18998	female	null
NA18999	NA18999	female	null
NA19000	NA19000	male	null
NA19001	NA19001	female	null
NA19002	NA19002	female	null
NA19003	NA19003	female	null
NA19004	NA19004	male	null
NA19005	NA19005	male	null
NA19006	NA19006	male	unrel
NA19007	NA19007	male	null
NA19009	NA19009	male	null
NA19010	NA19010	female	null
NA19011	NA19011	female	unrel
NA19012	NA19012	male	null
NA19017	NA19017	female	unrel
NA19019	NA19019	female	unrel
NA19020	NA19020	male	null
NA19023	NA19023	female	unrel
NA19024	NA19024	female	unrel
NA19025	NA19025	male	unrel
NA19026	NA19026	male	unrel
NA19027	NA19027	male	null
NA19028	NA19028	male	null
NA19030	NA19030	female	unrel
NA19031	NA19031	male	null
NA19035	NA19035	male	null
NA19036	NA19036	female	null
NA19037	NA19037	female	unrel
NA19038	NA19038	female	null
NA19041	NA19041	male	null
NA19042	NA19042	female	unrel
NA19043	NA19043	male	unrel
NA19044	NA19044	male	null
NA19046	NA19046	male	null
NA19054	NA19054	female	null
NA19055	NA19055	male	null
NA19056	NA19056	male	null
NA19057	NA19057	female	null
NA19058	NA19058	male	null
NA19059	NA19059	female	null
NA19060	NA19060	male	null
NA19062	NA19062	male	null
NA19063	NA19063	male	null
NA19064	NA19064	female	null
NA19065	NA19065	female	null
NA19066	NA19066	male	null
NA19067	NA19067	male	null
NA19068	NA19068	male	null
NA19070	NA19070	male	null
NA19072	NA19072	male	null
NA19074	NA19074	female	null
NA19075	NA19075	male	null
NA19076	NA19076	male	null
NA19077	NA19077	female	null
NA19078	NA19078	female	null
NA19079	NA19079	male	null
NA19080	NA19080	female	null
NA19081	NA19081	female	null
NA19082	NA19082	male	null
NA19083	NA19083	male	null
NA19084	NA19084	female	null
NA19085	NA19085	male	null
NA19086	NA19086	male	null
NA19087	NA19087	female	null
NA19088	NA19088	male	null
NA19089	NA19089	male	unrel
NA19090	NA19090	female	unrel
NA19091	NA19091	male	unrel
NA19092	Y040	male	father
NA19093	Y040	female	mother
NA19094	Y040	female	child
NA19095	Y041	female	mother
NA19096	Y041	male	father
NA19097	Y041	female	child
NA19098	Y105	male	father
NA19099	Y105	female	mother
NA19100	Y105	female	child
NA19101	Y042	male	father
NA19102	Y042	female	mother
NA19103	Y042	male	child
NA19104	Y080	male	father
NA19105	Y080	female	paternal grandmother
NA19107	Y006	male	father
NA19108	Y006	female	mother
NA19109	Y006	female	child
NA19113	Y079	male	father
NA19114	Y079	female	mother
NA19115	Y079	female	child
NA19116	Y060	female	mother
NA19117	Y100	male	father
NA19118	Y100	female	mother
NA19119	Y060	male	father
NA19120	Y060	male	child
NA19121	Y061	male	father
NA19122	Y061	female	mother
NA19123	Y061	male	child
NA19127	Y077	female	mother
NA19128	Y077	male	father
NA19129	Y077	female	child
NA19130	Y101	male	father
NA19131	Y101	female	mother
NA19132	Y101	female	child
NA19137	Y043	female	mother
NA19138	Y043	male	father
NA19139	Y043	male	child
NA19140	Y071	female	mother
NA19141	Y071	male	father
NA19142	Y071	male	child
NA19143	Y074	female	mother
NA19144	Y074	male	father
NA19145	Y074	male	child
NA19146	Y075	male	father
NA19147	Y075	female	mother
NA19148	Y075	female	child
NA19149	Y073	female	mother
NA19150	Y073	male	father
NA19151	Y073	female	child
NA19152	Y072	female	mother
NA19153	Y072	male	father
NA19154	Y072	male	child
NA19159	Y056	female	mother
NA19160	Y056	male	father
NA19161	Y056	male	child
NA19166	Y049	female	mother
NA19171	Y047	male	father
NA19172	Y047	female	mother
NA19173	Y047	male	child
NA19174	Y100	male	child
NA19175	Y044	male	father
NA19176	Y044	female	mother
NA19177	Y044	male	child
NA19184	Y039	male	father
NA19185	Y039	female	mother
NA19186	Y039	male	child
NA19189	Y111	male	father
NA19190	Y111	female	mother
NA19191	Y111	male	child
NA19195	Y108	male	father
NA19196	Y108	female	mother
NA19197	Y035	female	mother
NA19198	Y035	male	father
NA19199	Y035	female	child
NA19200	Y045	male	father
NA19201	Y045	female	mother
NA19202	Y045	female	child
NA19203	Y048	male	father
NA19204	Y048	female	mother
NA19205	Y048	male	child
NA19206	Y051	female	mother
NA19207	Y051	male	father
NA19208	Y051	male	child
NA19209	Y050	female	mother
NA19210	Y050	male	father
NA19211	Y050	male	child
NA19213	Y110	male	father
NA19214	Y110	female	mother
NA19215	Y110	female	child
NA19221	Y058	female	child
NA19222	Y058	female	mother
NA19223	Y058	male	father
NA19224	Y057	male	child
NA19225	Y057	female	mother
NA19226	Y057	male	father
NA19235	Y116	female	mother
NA19236	Y116	male	father
NA19237	Y116	female	child
NA19238	Y117	female	mother
NA19239	Y117	male	father
NA19240	Y117	female	child
NA19247	Y120	female	mother
NA19248	Y120	male	father
NA19249	Y120	male	child
NA19252	Y025	male	child
NA19254	Y062	female	mother
NA19256	Y092	male	father
NA19257	Y092	female	mother
NA19258	Y092	male	child
NA19307	NA19307	male	null
NA19308	NA19308	male	null
NA19309	NA19309	male	null
NA19310	NA19310	female	null
NA19311	NA19311	male	null
NA19312	NA19312	male	null
NA19313	LWK001	female	null
NA19314	NA19314	female	null
NA19315	NA19315	female	null
NA19316	NA19316	female	null
NA19317	NA19317	male	null
NA19318	NA19318	male	null
NA19319	NA19319	male	null
NA19320	NA19320	female	unrel
NA19321	NA19321	female	null
NA19323	NA19323	female	unrel
NA19324	NA19324	female	null
NA19327	NA19327	female	null
NA19328	NA19328	female	null
NA19331	LWK001	male	null
NA19332	NA19332	female	null
NA19334	NA19334	male	null
NA19338	NA19338	female	null
NA19346	NA19346	male	null
NA19347	NA19347	male	null
NA19350	NA19350	male	null
NA19351	NA19351	female	null
NA19352	NA19352	male	null
NA19355	NA19355	female	null
NA19359	NA19359	male	null
NA19360	NA19360	male	null
NA19371	NA19371	male	null
NA19372	NA19372	male	null
NA19373	NA19373	male	null
NA19374	NA19374	male	null
NA19375	NA19375	male	null
NA19376	NA19376	male	null
NA19377	NA19377	female	null
NA19378	NA19378	female	unrel
NA19379	NA19379	female	null
NA19380	NA19380	male	null
NA19381	LWK002	female	null
NA19382	LWK002	male	null
NA19383	NA19383	male	null
NA19384	NA19384	male	null
NA19385	NA19385	male	null
NA19390	NA19390	female	null
NA19391	NA19391	female	null
NA19393	NA19393	male	null
NA19394	NA19394	male	null
NA19395	NA19395	female	null
NA19396	NA19396	female	null
NA19397	NA19397	male	null
NA19398	NA19398	female	null
NA19399	NA19399	female	null
NA19401	NA19401	female	null
NA19403	NA19403	female	null
NA19404	NA19404	female	null
NA19428	NA19428	male	null
NA19429	NA19429	male	null
NA19430	NA19430	male	null
NA19431	NA19431	female	null
NA19432	LWK003	female	null
NA19434	LWK003	female	null
